PR_OTV,PROB,NP,M_YCH,K_PRED,K_NPU,KTP,TER,GR,OKD2,OKD3,FSOB,SEK_EK,V_DE,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154,P155,P156,P157,P158,P159,P160,P161,P162,P163,P164,P165,P166,P167,P168,P169,P170,P171,P172,P173,P174,P175,P176,P177,P178,P179,P180,P181,P182,P183,P184,P185,P186,P187,P188,P189,P190,P191,P192,P193,P194,P195,P196,P197,P198,P199,P200,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P218,P219,P220,P221,P222,P223,P224,P225,P226,P227,P228,P229,P230,P231,P232,P233,P234,P235,P236,P237,P238,P239,P240,P241,P242,P243,P244,P245,P246,P247,P248,P249,P250,P251,P252
1,"",223,1,21551709,41708400000010,23,41708,400,"45.21.2","68.20.0",20,12,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548.2,1548.2,0,0,0,0,0,0,0,0,1548.2,1548.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",223,1,20073998,41708223863010,51,41708,223,"74.20.1","71.11.0",11,62,1,12,6,319.7,319.7,355.4,355.4,0,0,0,0,0,0,0,0,0,0,0,0,-35.7,-35.7,0,0,0,0,0,0,0,0,-35.7,60,60,0,0,0,0,0,0,0,0,60,60,0,0,0,0,355.4,355.4,0,0,14.1,14.1,0,0,0,0,0,0,14.1,14.1,0,0,0,0,230.8,230.8,39.8,39.8,0,0,0,0,23.9,23.9,0,0,0,0,0,0,0,0,46.8,46.8,0,0,0,0,0,0,13.6,13.6,0,0,33.2,33.2,0,0,0,0,0,0,0,0,0,0,319.7,0,0,90.7,0,483.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.7,0,0,90.7,0,483.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",206,1,24292510,41708206839020,23,41708,206,"51.51.7","46.71.9",20,12,1,3,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.4,84.4,-84.4,-84.4,0,0,0,0,0,0,0,0,-84.4,14028,14028,0,0,0,0,13905,13905,0,0,123,123,0,0,0,0,84.4,84.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,12.4,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2178.5,0,15170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2178.5,0,15170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",206,1,26258807,41708206812010,23,41708,206,"51.51.2","46.71.2",20,12,1,75,35.7,29770.2,29770.2,25449.8,25449.8,25449.8,25449.8,0,0,0,0,2804.2,2804.2,2217.7,2217.7,2306.5,2306.5,-3008,-3008,11340,11340,0,0,0,0,0,0,8332,149694.9,129901.6,137123.7,117330.4,0,0,0,0,0,0,12571.2,12571.2,0,0,0,0,32778.2,32778.2,25449.8,25449.8,1319,1319,0,0,0,0,0,0,25,25,1294,1294,0,0,1795.9,1795.9,309.8,309.8,554.7,554.7,254,254,0,0,1158,1158,1110.9,1110.9,770.9,770.9,0,0,55.2,55.2,0,0,7.5,7.5,0,0,47.7,47.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29770.2,0,0,62678.5,0,357307.7,0,31993.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331608.2,0,0,0,29770.2,0,0,62678.5,0,25699.5,0,31993.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",206,1,5967155,41708206839020,32,41708,206,"01.11.1","01.11.1",20,12,1,3,1.4,789,789,1099.6,1099.6,0,0,0,0,0,0,0,0,0,0,0,0,-310.6,-310.6,0,0,0,0,0,0,0,0,-310.6,2731,2731,0,0,2428,2428,303,303,0,0,0,0,0,0,0,0,1099.6,1099.6,0,0,647.4,647.4,250,250,0,0,0,0,45,45,0,0,352.4,352.4,39.5,39.5,4.7,4.7,0,0,28,28,0,0,380,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,0,0,0,0,160,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,0,0,0,0,160,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",400,1,28732911,41708400000010,23,41708,400,"26.13.0","23.13.0",20,12,1,79,38.6,15874.7,15874.7,13688.5,13688.5,0,0,2.4,2.4,0,0,12.1,12.1,9.6,9.6,1147.3,1147.3,1019.6,1019.6,376,376,0,0,0,0,0,0,1395.6,39137.9,44032.2,0,0,10448.2,9664.1,633.5,633.5,27299.2,32664.2,757,1070.4,0,0,0,0,14857.5,14857.5,0,0,9017.8,9017.8,1983,1983,0,0,0,0,6761.4,6761.4,239.9,239.9,33.5,33.5,1975.5,1975.5,328,328,86.3,86.3,8.2,8.2,0,0,2139.3,2139.3,0,0,0,0,0,0,850,850,1.2,1.2,20.7,20.7,0,0,42.1,42.1,0,0,0,0,0,0,786,786,452.4,452.4,0,0,0,0,15877.1,0,0,23835.9,0,14063,0,61816.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3209.6,0,0,0,0,3640.1,0,0,0,12068.7,0,0,23576,0,8719.9,0,33740.7,0,0,0,0,0,0,0,0,0,0,0,0,0,259.9,0,0,0,28075.4,0,598.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",400,1,23094216,41708400000010,23,41708,400,"51.90.9","74.90.0",20,12,1,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,0,0,0,0,0,0,0,0,0,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",206,1,21640471,41708206820020,23,41708,206,"15.52.0","10.52.0",20,12,1,319,92.1,555930.3,555930.3,519450,519450,57350.2,57350.2,0,0,0,0,4828.7,4828.7,3232.8,3232.8,6181.6,6181.6,22237.2,22237.2,0,0,0,0,0,0,0,0,22237.2,184817.2,175440.8,10184.3,18738.2,123377,139134.5,0,0,37197.2,12678.4,14058.7,4889.7,0,0,0,0,533693.1,533693.1,57350.2,57350.2,462475.4,462475.4,456010.8,456010.8,0,0,0,0,2633.8,2633.8,3815.8,3815.8,15,15,3556.5,3556.5,613.5,613.5,3347.5,3347.5,4828.7,4828.7,0,0,138,138,0,0,0,0,0,0,1383.3,1383.3,0,0,87.4,87.4,0,0,1073.5,1073.5,89.4,89.4,0,0,0,0,133,133,0,0,0,0,0,0,555930.3,0,0,249720.2,0,145093.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304304.2,0,0,234285.7,0,6716.6,0,0,0,251626.1,0,0,2673.6,0,80969.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12760.9,0,130.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57276.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",400,1,2981858,41708400000010,23,41708,400,"17.54.2","13.99.0",20,12,1,39,15.3,2953.5,2953.5,1891.4,1891.4,0,0,109.3,109.3,0,0,0,0,49.1,49.1,714.2,714.2,408.1,408.1,8.2,8.2,0,0,0,0,0,0,416.3,8883.9,8586.5,31.9,31.9,7710.3,7140.6,0,0,444.3,1361.6,697.4,52.4,0,0,0,0,2654.7,2654.7,0,0,1135,1135,763.1,763.1,0,0,0,0,282.2,282.2,87.7,87.7,2,2,1131.9,1131.9,215.2,215.2,1.2,1.2,32.8,32.8,0,0,0,0,114.8,114.8,0,0,0,0,9.9,9.9,1.6,1.6,1.5,1.5,0,0,5.2,5.2,0,0,0,0,0,0,1.6,1.6,13.9,13.9,0,0,0,0,3062.8,0,1.4,123.4,0,589.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3062.8,0,1.4,123.4,0,589.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",19,1,22275275,41708219600010,51,41708,219,"74.20.5","71.12.0",11,62,1,25,10.5,1366.6,1366.6,846.6,846.6,0,0,0,0,0,0,38.7,38.7,0,0,421.7,421.7,59.6,59.6,41.8,41.8,0,0,0,0,0,0,101.4,466.2,466.2,0,0,285.6,285.6,0,0,0,0,180.6,180.6,0,0,0,0,1307,1307,0,0,126.8,126.8,6,6,0,0,0,0,57.1,57.1,9.2,9.2,54.5,54.5,929.6,929.6,158.9,158.9,29.1,29.1,5.6,5.6,7.7,7.7,0,0,0,0,0,0,0,0,10.6,10.6,0,0,1.7,1.7,0,0,6.3,6.3,0,0,1.7,1.7,0,0,0.9,0.9,38.7,38.7,0,0,0,0,1366.6,0,6.7,97.4,74.6,79.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1366.6,0,6.7,97.4,74.6,79.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",19,1,400700,41708219600010,21,41708,219,"15.83.0","10.81.0",20,12,1,765,173.7,899667,899667,800462.9,800462.9,220404.6,220404.6,44667.2,44667.2,0,0,5425.2,5425.2,20140.5,20140.5,13035.2,13035.2,105270.4,105270.4,4177.2,4177.2,0,0,0,0,0,0,109447.6,1341222.8,1085618.9,5,4.8,241752.8,170511.5,33343.6,7.7,1022361.7,875795.4,43759.7,39299.5,0,0,0,0,1131030.5,1131030.5,220404.6,220404.6,804804.4,804804.4,785945.4,785945.4,0,0,0,0,469.1,469.1,18389.9,18389.9,0,0,54750.8,54750.8,9271.8,9271.8,17906,17906,618.7,618.7,81.4,81.4,6957.9,6957.9,4584.9,4584.9,8290.7,8290.7,40.8,40.8,3318.5,3318.5,12.7,12.7,278.1,278.1,1.1,1.1,206.1,206.1,0,0,12.1,12.1,4.8,4.8,2803.6,2803.6,0,0,0,0,0,0,944334.2,0,5552.3,139511.5,27761.7,215035.4,57473.4,1671178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3613,0,0,70470.7,1287.9,51522.2,220.2,0,0,938479.3,0,5552.3,65019.9,26266.1,107306.9,44847.2,881484.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3689.4,31.4,11.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241.9,0,0,0,0,628.7,0,0,0,0,0,0,246.4,91.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.4,84.4,55565.9,12404.3,789693.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",400,1,21180348,41708400000010,23,41708,400,"26.13.1","23.13.0",20,13,1,7,2.6,8713.6,8713.6,6863.8,6863.8,6863.8,6863.8,304.6,304.6,0,0,1386.2,1386.2,0,0,861,861,-92.8,-92.8,-188.2,-188.2,0,0,0,0,0,0,-281,3968.2,3967.6,0,0,2427.5,2427.5,0,0,491.3,491.3,1049.4,1048.8,0,0,0,0,9111,9111,6863.8,6863.8,31.1,31.1,0,0,0,0,0,0,0,0,31.1,31.1,0,0,394.9,394.9,67.7,67.7,705.8,705.8,7,7,0,0,180,180,0,0,842.5,842.5,0,0,18.2,18.2,0.7,0.7,2.6,2.6,0,0,1.9,1.9,0,0,0,0,0,0,13,13,0,0,0,0,0,0,9018.2,0,0,14619.4,1531.1,13178.5,0,90427.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3349.9,0,0,0,9018.2,0,0,8688.4,1531.1,9828.6,0,90427.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",400,1,3137745,41708400000010,21,41708,400,"60.21.9","68.20.0",20,12,1,32,16,1681.6,1681.6,411.8,411.8,0,0,0,0,0,0,0,0,0,0,974.7,974.7,295.1,295.1,0,0,0,0,0,0,0,0,295.1,572.7,572.7,0,0,572.7,572.7,0,0,0,0,0,0,0,0,0,0,1386.5,1386.5,0,0,179,179,43.2,43.2,0,0,0,0,89.7,89.7,46.1,46.1,0,0,835.3,835.3,144,144,57.7,57.7,38.4,38.4,5.2,5.2,1.7,1.7,0,0,0,0,0,0,106,106,6,6,1.7,1.7,6,6,10,10,0,0,15.5,15.5,64,64,2.8,2.8,19.2,19.2,0,0,0,0,1681.6,0,0,186.9,186.9,36.5,0,1212.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681.6,0,0,186.9,186.9,36.5,0,1212.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",400,1,28473160,41708400000010,23,41708,400,"17.12.1","13.10.2",20,12,1,56,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.3,1014.3,-1014.3,-1014.3,0,0,0,0,0,0,0,0,-1014.3,58809,58809,0,0,3274,3274,0,0,51873,51873,3662,3662,0,0,0,0,1014.3,1014.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,868,146.3,146.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24400.7,0,135233,0,100354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24400.7,0,135233,0,100354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",203,1,27407729,41708203807010,23,41708,203,"65.12.9","52.23.0",20,12,1,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5197,5197,0,0,0,0,0,0,0,0,5197,5197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6413,0,16511.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6413,0,16511.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",203,1,22808872,41708203855010,32,41708,203,"01.11.1","01.11.1",20,12,1,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084,1084,0,0,237,237,847,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",203,1,24294325,41708203807010,23,41708,203,"52.48.3","47.78.0",20,12,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11842,11842,11731.7,11731.7,0,0,0,0,0,0,110.3,110.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",203,1,20292513,41708203866020,23,41708,203,"45.21.1","41.20.0",20,12,1,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,153,0,0,0,0,0,0,0,0,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4426.8,2109,3288.8,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4426.8,2109,3288.8,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",203,1,26792955,41708203807010,14,41708,203,"90.03.0","39.00.0",12,12,1,23,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684.7,684.7,-684.7,-684.7,0,0,0,0,0,0,0,0,-684.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684.7,684.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,584,100.7,100.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"",203,1,22747538,41708203807010,71,41708,203,"45.21.1","68.20.0",20,12,1,14,7,1379,1379,0,0,0,0,0,0,0,0,190.1,190.1,0,0,698.4,698.4,490.5,490.5,0,0,0,0,0,0,0,0,490.5,1722,1809.9,0,0,619.2,657.9,0,29,13.9,13.9,1088.9,1109.1,0,0,0,0,888.5,888.5,0,0,305.1,305.1,170.2,170.2,0,0,0,0,121.2,121.2,13.7,13.7,0,0,375.3,375.3,71,71,69,69,7.6,7.6,0.7,0.7,0,0,0,0,0,0,0,0,59.8,59.8,3.5,3.5,0,0,0,0,0,0,0,0,37.5,37.5,0,0,18.8,18.8,0,0,0,0,0,0,1379,0,0,997.4,0,1363.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1379,0,0,997.4,0,1363.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
